"Area","Menu","Page","URL","Type","Cards","Table Columns","Inputs","View / Detail","Actions","Notes"
"Laporan","Kebutuhan Barang","Kebutuhan Barang","/report-need-for-goods","Report","—","#, Kode, Tanggal, Sales / Customer / Produk / Brand, Pembuat, Status, # | #, Nama Barang, Kebutuhan Qty, Sisa Stok Saat Ini, Selisih, Qty Order, Harga (Rp), Total Kebutuhan (Rp), Total Selisih + (Rp), Total Selisih - (Rp), Total Qty Order (Rp), Catatan, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga","Catatan","Modal Detail via AJAX (ajaxDetail('130','modal-lg');)","Riwayat, Process, Lihat, Hide",""""
"Laporan","Laporan BusDev","Follow Up Pelanggan","/report-follow-up-customer","Report","0 Total Follow Up; 0 Follow Up Sukses; 0 Follow Up Gagal; 0 Terbanyak","—","BusDev:, Periode: *","—","—",""""
"Laporan","Laporan BusDev","Buku Tamu","/report-guest-book","Report","Total Tamu 102 Pada periode ini; Rata-rata / Hari 3.4 Tamu per hari; Perusahaan 2 Perusahaan unik; Tamu Terbanyak 1 N Aristya","No, Tanggal, Waktu, Nama, Telepon, Email, Alamat, Perusahaan, Tujuan, Bertemu, BusDev","BusDev:, Periode: *","—","—",""""
"Laporan","Laporan Keuangan","Budget vs Actual","/budget-vs-actual","Variance Analysis Report","Total Budget YTD, Total Actual YTD, Variance %, Top Expense Variance","Department, Account Code, Account Name, Budget YTD, Actual YTD, Variance (Rp), Variance (%), Status (Favorable / Unfavorable), #","Filter Department, Filter Periode Date Range Custom","Drill-down dari angka Actual ke baris transaksi Jurnal Umum dan Faktur terkait","Filter, Export Excel, Drill Down Transaksi","Highlight otomatis jika pengeluaran melebihi batas anggaran yang ditetapkan"
"Laporan","Laporan Keuangan","Cost Variance","/cost-variance","Variance Investigation Report","Rata-rata Material Price Variance, Material Usage Variance, Total Scrap Cost","Job Order No, Product, Standard Cost, Actual Cost, Material Price Variance, Material Usage Variance, Labor Variance, Total Variance (%), #","Filter Job Order, Threshold Variance Filter (misal tampilkan yang >10%)","Breakdown per bahan kimia & kemasan: Standar BOM vs Realisasi Timbang/Mixing Produksi","Filter, Flag for Investigation, Export Excel","Highlight otomatis baris dengan varians merah (>10%) untuk investigasi tim R&D/Produksi"
"Laporan","Laporan Keuangan","Product / Customer Profitability","/product-customer-profitability","Profitability Matrix & Chart","Top Profitable Customer, Top Profitable Product, Rata-rata Gross Margin Maklon (%)","Customer / Brand, Product Name, Total Revenue, Total COGS, Gross Margin (Rp), Margin (%), Ranking, #","Filter Customer, Date Range Picker Custom*","Grafik Scatter Plot & Ranking Bar Chart kontribusi margin per brand client maklon","Filter, Export Excel, Drill Down ke Kontrak SO","Menghitung margin riil kontrak maklon setelah memperhitungkan biaya bahan, upah pabrik, dan kemasan"
"Laporan","Laporan Keuangan","AP Aging Report","/report-ap-aging","Report / Aging Matrix","Total Outstanding, Jatuh Tempo H-7 (due 4-7 hari), Jatuh Tempo H-3 (due 0-3 hari), Overdue","Vendor, Invoice No, Invoice Date, Due Date, Days to Due / Days Overdue, Amount, Bucket (Current, 1-30, 31-60, 61-90, >90), #","Filter Vendor, Date Range Picker Custom*, Filter Bucket","Drill down ke invoice detail. Color coding baris: Kuning (H-7 s/d H-4), Merah (H-3 s/d H-0), Bold + subtle pulse animation (Overdue)","Filter, Export Excel, Drill Down ke Faktur","Navbar menampilkan real-time Saldo Bank aktif saat ini agar user langsung bisa bandingkan kewajiban AP vs uang kas tersedia"
"Laporan","Laporan Keuangan","AR Aging Report","/report-ar-aging","Report / Aging Matrix","Total Outstanding AR, Overdue AR, Piutang Lancar","Customer, Invoice No, Invoice Date, Due Date, Days Overdue, Amount, Bucket (Current, 1-30, 31-60, 61-90, >90), #","Filter Customer, Date Range Picker Custom*, Filter Bucket","Drill down ke rincian faktur penjualan dan detail kontrak maklon","Filter, Export Excel, Drill Down","Cross-module visibility: Ringkasan AR Aging per client otomatis tampil di widget dashboard Laporan BusDev"
"Laporan","Laporan Keuangan","Neraca","/report-balance-sheet","Report","Total Aset, Total Liabilitas, Total Ekuitas, Balance Check Banner (Aset = Liabilitas + Ekuitas)","Hierarkis Description / Saldo (Aset Lancar, Kas & Bank, Piutang, Persediaan, Aset Tetap, Liabilitas Jangka Pendek/Panjang, Ekuitas)","Per Tanggal Cut-Off (Date Picker Custom)*, Toggle Komparasi","Modal Detail via AJAX (ajaxDetail(2, 'modal-xl'))","Filter, Export Excel, Print Neraca","Banner validasi keseimbangan neraca otomatis mendeteksi jika ada ketidakseimbangan (unbalanced)"
"Laporan","Laporan Keuangan","Cash Flow Statement","/report-cash-flow","Cash Flow Statement","Arus Kas Masuk Operasional, Arus Kas Keluar Investasi & Pendanaan, Saldo Kas Bersih Akhir","Aktivitas Operasional (Penerimaan Pelanggan, Pembayaran Vendor, Biaya Operasional) | Aktivitas Investasi (Pembelian/Penjualan Aset Tetap) | Aktivitas Pendanaan (Modal, Pinjaman Bank) | Kenaikan/Penurunan Bersih Kas | Saldo Awal Kas | Saldo Akhir Kas","Periode Date Range Custom*","Drill down ke rincian Kas Bank Masuk dan Kas Bank Keluar","Filter, Export Excel, Print Arus Kas","Menggunakan data riil Kas Bank Masuk / Keluar yang telah terekonsiliasi"
"Laporan","Laporan Keuangan","Buku Besar","/report-general-ledger","Report","Opening Balance, Total Debit, Total Credit, Closing Balance (per akun yang dipilih)","Kode CoA, Nama CoA, Opening, Debet, Kredit, Perubahan, Saldo","Periode (Date Range Picker Custom)*, Filter Account (Single/Multi search-select)","Drill-down dari baris -> buka Journal Entry asli -> buka Source Document (Faktur Pembelian/Penjualan/dll)","Filter, Export Excel, Print, Drill Down","Format hierarkis per grup akun mengikuti struktur parent-child COA di 1.1"
"Laporan","Laporan Keuangan","Laba Rugi","/report-profit-loss","Report","Total Pendapatan, Total Beban HPP, Laba Kotor, Laba Operasional Bersih","Hierarkis Gaya ERP Lama: Description (Indented per grup OPERATING REVENUE -> Penjualan Kosmetik/Sample, COST OF GOODS SOLD -> HPP, BEBAN OPERASIONAL -> Rincian Beban) | Saldo Berjalan | Periode Pembanding (Opsional)","Periode Date Range Custom* (bebas lintas bulan/tahun), Toggle Breakdown Komparasi","Modal Detail via AJAX (ajaxDetail(83, 'modal-xl'))","Filter, Export Excel, Print Laporan","Format hierarkis gaya ERP lama dipertahankan untuk ringkasan utama; breakdown per departemen menggunakan kolom terpisah"
"Laporan","Laporan Keuangan","Report Penjualan","/report-sales-summary","Sales Financial Summary Report","Total Penjualan Periode Ini, Total Pembayaran Diterima, Total Outstanding AR","Customer, Contract Type, Jumlah Invoice, Total Amount, Total Diterima, Outstanding, #","Periode Date Range Custom*, Filter Customer (search-select), Filter Contract Type (Jasa Maklon / Jual Putus)","Drill-down per customer menampilkan rincian Faktur Penjualan, DP, dan Penerimaan Pembayaran","Filter, Export Excel, Print Rekap Penjualan","Halaman rekap terpisah dari transaksi Bayar Penjualan, memudahkan rekonsiliasi omzet dan piutang maklon"
"Laporan","Laporan Keuangan","Neraca Saldo","/report-trial-balance","Report","Total Debit Saldo Awal, Total Kredit Saldo Awal, Total Mutasi Debit, Total Mutasi Kredit, Total Saldo Akhir, Balance Status (MATCH)","Kode Akun, Nama Akun, Saldo Awal (Dr/Cr), Mutasi Periode (Dr/Cr), Saldo Akhir (Dr/Cr)","Periode Date Range Custom*","Modal Detail via AJAX (ajaxDetail(7, 'modal-xl'))","Filter, Export Excel, Print","Mendeteksi selisih angka pembukuan sebelum tutup buku bulanan"
"Laporan","Laporan Persediaan","Mutasi Barang","/report-mutation-goods","Report","—","—","Gudang: *, Barang:, Periode: *","—","—",""""
"Laporan","Laporan Persediaan","Stok","/report-stock","Report","—","—","Gudang: *, Tampilkan:, Lokasi Barang","—","—",""""
"Laporan","Laporan Persediaan","Stok Valuation","/report-stock-valuation","Report","—","—","Gudang: *, Tampilkan:, Lokasi Barang","—","—",""""
"Pengaturan","Akun Saya","Akun Saya","/account","Form","—","—","Nama * Nama lengkap, Email * Email address, Nomor Telepon Kontak, Tanda Tangan Digital signature, Upload Foto Profile picture, Pilih file foto, Kata Sandi Baru New password, Konfirmasi Kata Sandi Confirm password","—","Batal, Simpan Perubahan",""""
"Pengaturan","Catatan Aktifitas","Catatan Aktifitas","/activity-log","List","—","#, Waktu, Pengguna, Modul, Aksi, Deskripsi, IP Address, #","Periode: *, Pengguna:, Aksi:","Modal Detail via AJAX (ajaxDetail('17546','modal-lg');)","Lihat",""""
"Pengaturan","Pengaturan","Pengaturan","/setting","Form","—","—","Nama Aplikasi * App name, Deskripsi * App description, Versi * App version, Site Key Public key, Secret Key Private key, Copyright * Teks copyright, Copyright URL * Link website, Alamat Alamat sistem, Text to display, To what URL should this link go?, Open in new window, Use default protocol, Select from files, Image URL, Video URL (YouTube, Google Drive, Vimeo, Vine, Instagram, DailyMotion, Youku, Peertube), ESC, ENTER, CTRL+Z, CTRL+Y, TAB, SHIFT+TAB, CTRL+B, CTRL+I, CTRL+U, CTRL+SHIFT+S, CTRL+BACKSLASH, CTRL+SHIFT+L, CTRL+SHIFT+E, CTRL+SHIFT+R, CTRL+SHIFT+J, CTRL+SHIFT+NUM7, CTRL+SHIFT+NUM8, CTRL+LEFTBRACKET, CTRL+RIGHTBRACKET, CTRL+NUM0, CTRL+NUM1, CTRL+NUM2, CTRL+NUM3, CTRL+NUM4, CTRL+NUM5, CTRL+NUM6, CTRL+ENTER, CTRL+K","—","100%, 50%, 25%, Batal, Simpan Perubahan",""""
"Pengaturan","Perusahaan","Perusahaan","/company","Form","—","—","Nama Perusahaan * Nama resmi perusahaan, Telepon * Nomor kontak, Website * URL website, QR Code Auto-generate, Logo Perusahaan Upload logo, Pilih file logo, Alamat Lokasi perusahaan, Text to display, To what URL should this link go?, Open in new window, Use default protocol, Select from files, Image URL, Video URL (YouTube, Google Drive, Vimeo, Vine, Instagram, DailyMotion, Youku, Peertube), ESC, ENTER, CTRL+Z, CTRL+Y, TAB, SHIFT+TAB, CTRL+B, CTRL+I, CTRL+U, CTRL+SHIFT+S, CTRL+BACKSLASH, CTRL+SHIFT+L, CTRL+SHIFT+E, CTRL+SHIFT+R, CTRL+SHIFT+J, CTRL+SHIFT+NUM7, CTRL+SHIFT+NUM8, CTRL+LEFTBRACKET, CTRL+RIGHTBRACKET, CTRL+NUM0, CTRL+NUM1, CTRL+NUM2, CTRL+NUM3, CTRL+NUM4, CTRL+NUM5, CTRL+NUM6, CTRL+ENTER, CTRL+K, Quotes/Tagline Motto perusahaan","—","100%, 50%, 25%, Batal, Simpan Perubahan",""""
